,,,,,,,,,,,
,Wholesaler ID,Date of Purchase,Month,Product Type,Capacity (ml),Quantity Purchased,ZIP,City,Manager ID,Manager Name,Q3 - 2020 Goals
,R00034,4/4/2020,4/30/2020,Pulp Orange 250ml,250ml,49,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,4/4/2020,4/30/2020,Pulp Orange 2000ml,2000ml,62,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,4/4/2020,4/30/2020,Pulp Orange 250ml,250ml,52,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00040,4/4/2020,4/30/2020,Pulp Orange 2000ml,2000ml,60,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00041,4/4/2020,4/30/2020,Pulp Orange 250ml,250ml,13,73401300,Agra,10011,Rakesh S,"170,000"
,R00042,4/4/2020,4/30/2020,Pulp Orange 500ml,500ml,69,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00043,4/4/2020,4/30/2020,Pulp Orange 500ml,500ml,86,75109301,Chandigarh,10013,Ram S,"225,000"
,R00046,4/4/2020,4/30/2020,Pulp Orange 2000ml,2000ml,50,78140921,Goa,10016,Kirti S,"145,000"
,R00050,4/4/2020,4/30/2020,Pulp Orange 250ml,250ml,85,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,4/4/2020,4/30/2020,Pulp Orange 250ml,250ml,49,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,4/4/2020,4/30/2020,Pulp Orange 500ml,500ml,97,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00005,4/5/2020,4/30/2020,Pulp Orange 2000ml,2000ml,98,22187493,Gangtok,10015,Rahul S,"235,000"
,R00010,4/5/2020,4/30/2020,Pulp Orange 250ml,250ml,68,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00010,4/5/2020,4/30/2020,Pulp Orange 2000ml,2000ml,77,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00014,4/5/2020,4/30/2020,Pulp Orange 1000ml,1000ml,20,36000198,Durgapur ,10014,Taran S,"170,000"
,R00015,4/5/2020,4/30/2020,Pulp Orange 500ml,500ml,24,36450915,Gangtok,10015,Rahul S,"235,000"
,R00015,4/5/2020,4/30/2020,Pulp Orange 1000ml,1000ml,108,36450915,Gangtok,10015,Rahul S,"235,000"
,R00018,4/5/2020,4/30/2020,Pulp Orange 500ml,500ml,92,39058313,Chennai ,10018,Ankit J,"180,000"
,R00024,4/5/2020,4/30/2020,Pulp Orange 500ml,500ml,69,50004672,Durgapur ,10014,Taran S,"170,000"
,R00026,4/5/2020,4/30/2020,Pulp Orange 500ml,500ml,93,52095731,Goa,10016,Kirti S,"145,000"
,R00029,4/5/2020,4/30/2020,Pulp Orange 250ml,250ml,102,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00030,4/5/2020,4/30/2020,Pulp Orange 1000ml,1000ml,48,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00031,4/5/2020,4/30/2020,Pulp Orange 1000ml,1000ml,53,60000111,Agra,10011,Rakesh S,"170,000"
,R00035,4/5/2020,4/30/2020,Pulp Orange 500ml,500ml,116,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,4/5/2020,4/30/2020,Pulp Orange 500ml,500ml,37,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,4/5/2020,4/30/2020,Pulp Orange 2000ml,2000ml,17,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,4/5/2020,4/30/2020,Pulp Orange 1000ml,1000ml,68,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00038,4/5/2020,4/30/2020,Pulp Orange 250ml,250ml,114,70003873,Chennai ,10018,Ankit J,"180,000"
,R00039,4/5/2020,4/30/2020,Pulp Orange 1000ml,1000ml,98,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00039,4/5/2020,4/30/2020,Pulp Orange 250ml,250ml,46,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,4/5/2020,4/30/2020,Pulp Orange 500ml,500ml,44,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,4/5/2020,4/30/2020,Pulp Orange 250ml,250ml,99,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00043,4/5/2020,4/30/2020,Pulp Orange 1000ml,1000ml,63,75109301,Chandigarh,10013,Ram S,"225,000"
,R00043,4/5/2020,4/30/2020,Pulp Orange 250ml,250ml,260,75109301,Chandigarh,10013,Ram S,"225,000"
,R00003,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,54,16004529,Chandigarh,10013,Ram S,"225,000"
,R00005,4/6/2020,4/30/2020,Pulp Orange 2000ml,2000ml,87,22187493,Gangtok,10015,Rahul S,"235,000"
,R00013,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,170,31300589,Chandigarh,10013,Ram S,"225,000"
,R00013,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,90,31300589,Chandigarh,10013,Ram S,"225,000"
,R00015,4/6/2020,4/30/2020,Pulp Orange 1000ml,1000ml,90,36450915,Gangtok,10015,Rahul S,"235,000"
,R00016,4/6/2020,4/30/2020,Pulp Orange 500ml,500ml,408,38041001,Goa,10016,Kirti S,"145,000"
,R00017,4/6/2020,4/30/2020,Pulp Orange 500ml,500ml,72,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00018,4/6/2020,4/30/2020,Pulp Orange 1000ml,1000ml,200,39058313,Chennai ,10018,Ankit J,"180,000"
,R00019,4/6/2020,4/30/2020,Pulp Orange 1000ml,1000ml,95,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00020,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,90,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00022,4/6/2020,4/30/2020,Pulp Orange 500ml,500ml,84,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00022,4/6/2020,4/30/2020,Pulp Orange 2000ml,2000ml,30,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00024,4/6/2020,4/30/2020,Pulp Orange 500ml,500ml,59,50004672,Durgapur ,10014,Taran S,"170,000"
,R00027,4/6/2020,4/30/2020,Pulp Orange 1000ml,1000ml,63,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,4/6/2020,4/30/2020,Pulp Orange 2000ml,2000ml,50,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00030,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,119,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00030,4/6/2020,4/30/2020,Pulp Orange 2000ml,2000ml,71,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00031,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,43,60000111,Agra,10011,Rakesh S,"170,000"
,R00032,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,52,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00032,4/6/2020,4/30/2020,Pulp Orange 1000ml,1000ml,44,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00033,4/6/2020,4/30/2020,Pulp Orange 2000ml,2000ml,100,62047108,Chandigarh,10013,Ram S,"225,000"
,R00037,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,120,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,4/6/2020,4/30/2020,Pulp Orange 2000ml,2000ml,47,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,4/6/2020,4/30/2020,Pulp Orange 1000ml,1000ml,62,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00043,4/6/2020,4/30/2020,Pulp Orange 2000ml,2000ml,104,75109301,Chandigarh,10013,Ram S,"225,000"
,R00049,4/6/2020,4/30/2020,Pulp Orange 250ml,250ml,32,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00002,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,19,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00010,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,12,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00010,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,25,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00015,4/7/2020,4/30/2020,Pulp Orange 500ml,500ml,23,36450915,Gangtok,10015,Rahul S,"235,000"
,R00016,4/7/2020,4/30/2020,Pulp Orange 500ml,500ml,105,38041001,Goa,10016,Kirti S,"145,000"
,R00016,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,115,38041001,Goa,10016,Kirti S,"145,000"
,R00017,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,88,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00019,4/7/2020,4/30/2020,Pulp Orange 2000ml,2000ml,22,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00022,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,33,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00023,4/7/2020,4/30/2020,Pulp Orange 2000ml,2000ml,91,42275901,Chandigarh,10013,Ram S,"225,000"
,R00024,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,9,50004672,Durgapur ,10014,Taran S,"170,000"
,R00024,4/7/2020,4/30/2020,Pulp Orange 2000ml,2000ml,28,50004672,Durgapur ,10014,Taran S,"170,000"
,R00029,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,32,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00032,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,44,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00034,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,8,62503841,Durgapur ,10014,Taran S,"170,000"
,R00034,4/7/2020,4/30/2020,Pulp Orange 500ml,500ml,11,62503841,Durgapur ,10014,Taran S,"170,000"
,R00036,4/7/2020,4/30/2020,Pulp Orange 2000ml,2000ml,88,68204232,Goa,10016,Kirti S,"145,000"
,R00036,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,51,68204232,Goa,10016,Kirti S,"145,000"
,R00037,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,27,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,4/7/2020,4/30/2020,Pulp Orange 2000ml,2000ml,36,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,72,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,11,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00044,4/7/2020,4/30/2020,Pulp Orange 500ml,500ml,17,75200141,Durgapur ,10014,Taran S,"170,000"
,R00044,4/7/2020,4/30/2020,Pulp Orange 1000ml,1000ml,29,75200141,Durgapur ,10014,Taran S,"170,000"
,R00046,4/7/2020,4/30/2020,Pulp Orange 250ml,250ml,96,78140921,Goa,10016,Kirti S,"145,000"
,R00007,4/8/2020,4/30/2020,Pulp Orange 500ml,500ml,102,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00016,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,67,38041001,Goa,10016,Kirti S,"145,000"
,R00016,4/8/2020,4/30/2020,Pulp Orange 2000ml,2000ml,88,38041001,Goa,10016,Kirti S,"145,000"
,R00017,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,62,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00018,4/8/2020,4/30/2020,Pulp Orange 500ml,500ml,84,39058313,Chennai ,10018,Ankit J,"180,000"
,R00018,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,94,39058313,Chennai ,10018,Ankit J,"180,000"
,R00019,4/8/2020,4/30/2020,Pulp Orange 2000ml,2000ml,19,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00021,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,100,40341999,Agra,10011,Rakesh S,"170,000"
,R00022,4/8/2020,4/30/2020,Pulp Orange 500ml,500ml,1,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00035,4/8/2020,4/30/2020,Pulp Orange 2000ml,2000ml,99,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,81,68204232,Goa,10016,Kirti S,"145,000"
,R00037,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,71,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00038,4/8/2020,4/30/2020,Pulp Orange 1000ml,1000ml,27,70003873,Chennai ,10018,Ankit J,"180,000"
,R00040,4/8/2020,4/30/2020,Pulp Orange 500ml,500ml,29,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00040,4/8/2020,4/30/2020,Pulp Orange 1000ml,1000ml,75,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,4/8/2020,4/30/2020,Pulp Orange 2000ml,2000ml,43,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00044,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,24,75200141,Durgapur ,10014,Taran S,"170,000"
,R00044,4/8/2020,4/30/2020,Pulp Orange 500ml,500ml,74,75200141,Durgapur ,10014,Taran S,"170,000"
,R00046,4/8/2020,4/30/2020,Pulp Orange 1000ml,1000ml,133,78140921,Goa,10016,Kirti S,"145,000"
,R00046,4/8/2020,4/30/2020,Pulp Orange 250ml,250ml,111,78140921,Goa,10016,Kirti S,"145,000"
,R00049,4/8/2020,4/30/2020,Pulp Orange 1000ml,1000ml,30,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00003,4/9/2020,4/30/2020,Pulp Orange 500ml,500ml,20,16004529,Chandigarh,10013,Ram S,"225,000"
,R00007,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,55,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00012,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,3,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00013,4/9/2020,4/30/2020,Pulp Orange 250ml,250ml,18,31300589,Chandigarh,10013,Ram S,"225,000"
,R00014,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,35,36000198,Durgapur ,10014,Taran S,"170,000"
,R00015,4/9/2020,4/30/2020,Pulp Orange 250ml,250ml,68,36450915,Gangtok,10015,Rahul S,"235,000"
,R00017,4/9/2020,4/30/2020,Pulp Orange 250ml,250ml,48,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00018,4/9/2020,4/30/2020,Pulp Orange 500ml,500ml,96,39058313,Chennai ,10018,Ankit J,"180,000"
,R00021,4/9/2020,4/30/2020,Pulp Orange 250ml,250ml,22,40341999,Agra,10011,Rakesh S,"170,000"
,R00022,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,84,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00026,4/9/2020,4/30/2020,Pulp Orange 500ml,500ml,65,52095731,Goa,10016,Kirti S,"145,000"
,R00027,4/9/2020,4/30/2020,Pulp Orange 500ml,500ml,103,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00032,4/9/2020,4/30/2020,Pulp Orange 500ml,500ml,12,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00033,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,96,62047108,Chandigarh,10013,Ram S,"225,000"
,R00035,4/9/2020,4/30/2020,Pulp Orange 500ml,500ml,51,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,22,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,4/9/2020,4/30/2020,Pulp Orange 1000ml,1000ml,31,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00044,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,31,75200141,Durgapur ,10014,Taran S,"170,000"
,R00048,4/9/2020,4/30/2020,Pulp Orange 250ml,250ml,28,80002547,Chennai ,10018,Ankit J,"180,000"
,R00050,4/9/2020,4/30/2020,Pulp Orange 2000ml,2000ml,115,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00002,4/10/2020,4/30/2020,Pulp Orange 1000ml,1000ml,73,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00002,4/10/2020,4/30/2020,Pulp Orange 250ml,250ml,50,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00014,4/10/2020,4/30/2020,Pulp Orange 500ml,500ml,1,36000198,Durgapur ,10014,Taran S,"170,000"
,R00016,4/10/2020,4/30/2020,Pulp Orange 250ml,250ml,31,38041001,Goa,10016,Kirti S,"145,000"
,R00024,4/10/2020,4/30/2020,Pulp Orange 2000ml,2000ml,63,50004672,Durgapur ,10014,Taran S,"170,000"
,R00024,4/10/2020,4/30/2020,Pulp Orange 500ml,500ml,91,50004672,Durgapur ,10014,Taran S,"170,000"
,R00027,4/10/2020,4/30/2020,Pulp Orange 500ml,500ml,32,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00030,4/10/2020,4/30/2020,Pulp Orange 1000ml,1000ml,57,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00034,4/10/2020,4/30/2020,Pulp Orange 2000ml,2000ml,49,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,4/10/2020,4/30/2020,Pulp Orange 250ml,250ml,69,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,4/10/2020,4/30/2020,Pulp Orange 1000ml,1000ml,112,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,4/10/2020,4/30/2020,Pulp Orange 1000ml,1000ml,32,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00044,4/10/2020,4/30/2020,Pulp Orange 250ml,250ml,94,75200141,Durgapur ,10014,Taran S,"170,000"
,R00046,4/10/2020,4/30/2020,Pulp Orange 500ml,500ml,66,78140921,Goa,10016,Kirti S,"145,000"
,R00049,4/10/2020,4/30/2020,Pulp Orange 1000ml,1000ml,120,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00002,4/11/2020,4/30/2020,Pulp Orange 250ml,250ml,45,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00009,4/11/2020,4/30/2020,Pulp Orange 1000ml,1000ml,102,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00012,4/11/2020,4/30/2020,Pulp Orange 250ml,250ml,9,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00013,4/11/2020,4/30/2020,Pulp Orange 500ml,500ml,99,31300589,Chandigarh,10013,Ram S,"225,000"
,R00014,4/11/2020,4/30/2020,Pulp Orange 500ml,500ml,10,36000198,Durgapur ,10014,Taran S,"170,000"
,R00014,4/11/2020,4/30/2020,Pulp Orange 2000ml,2000ml,89,36000198,Durgapur ,10014,Taran S,"170,000"
,R00016,4/11/2020,4/30/2020,Pulp Orange 1000ml,1000ml,92,38041001,Goa,10016,Kirti S,"145,000"
,R00017,4/11/2020,4/30/2020,Pulp Orange 250ml,250ml,86,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00019,4/11/2020,4/30/2020,Pulp Orange 500ml,500ml,24,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00025,4/11/2020,4/30/2020,Pulp Orange 500ml,500ml,96,51739701,Gangtok,10015,Rahul S,"235,000"
,R00027,4/11/2020,4/30/2020,Pulp Orange 1000ml,1000ml,62,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00031,4/11/2020,4/30/2020,Pulp Orange 250ml,250ml,86,60000111,Agra,10011,Rakesh S,"170,000"
,R00032,4/11/2020,4/30/2020,Pulp Orange 500ml,500ml,75,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00032,4/11/2020,4/30/2020,Pulp Orange 2000ml,2000ml,18,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00033,4/11/2020,4/30/2020,Pulp Orange 250ml,250ml,112,62047108,Chandigarh,10013,Ram S,"225,000"
,R00033,4/11/2020,4/30/2020,Pulp Orange 1000ml,1000ml,113,62047108,Chandigarh,10013,Ram S,"225,000"
,R00034,4/11/2020,4/30/2020,Pulp Orange 1000ml,1000ml,37,62503841,Durgapur ,10014,Taran S,"170,000"
,R00041,4/11/2020,4/30/2020,Pulp Orange 2000ml,2000ml,49,73401300,Agra,10011,Rakesh S,"170,000"
,R00044,4/11/2020,4/30/2020,Pulp Orange 1000ml,1000ml,51,75200141,Durgapur ,10014,Taran S,"170,000"
,R00049,4/11/2020,4/30/2020,Pulp Orange 500ml,500ml,109,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00050,4/11/2020,4/30/2020,Pulp Orange 1000ml,1000ml,117,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00002,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,63,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,4/12/2020,4/30/2020,Pulp Orange 250ml,250ml,57,16004529,Chandigarh,10013,Ram S,"225,000"
,R00016,4/12/2020,4/30/2020,Pulp Orange 1000ml,1000ml,232,38041001,Goa,10016,Kirti S,"145,000"
,R00017,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,102,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00018,4/12/2020,4/30/2020,Pulp Orange 1000ml,1000ml,44,39058313,Chennai ,10018,Ankit J,"180,000"
,R00019,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,19,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00019,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,14,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00020,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,120,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00022,4/12/2020,4/30/2020,Pulp Orange 1000ml,1000ml,28,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00024,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,17,50004672,Durgapur ,10014,Taran S,"170,000"
,R00025,4/12/2020,4/30/2020,Pulp Orange 250ml,250ml,11,51739701,Gangtok,10015,Rahul S,"235,000"
,R00027,4/12/2020,4/30/2020,Pulp Orange 250ml,250ml,117,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00030,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,63,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00030,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,104,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00031,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,40,60000111,Agra,10011,Rakesh S,"170,000"
,R00031,4/12/2020,4/30/2020,Pulp Orange 1000ml,1000ml,65,60000111,Agra,10011,Rakesh S,"170,000"
,R00032,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,7,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00033,4/12/2020,4/30/2020,Pulp Orange 250ml,250ml,99,62047108,Chandigarh,10013,Ram S,"225,000"
,R00033,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,113,62047108,Chandigarh,10013,Ram S,"225,000"
,R00034,4/12/2020,4/30/2020,Pulp Orange 1000ml,1000ml,16,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,115,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,84,68204232,Goa,10016,Kirti S,"145,000"
,R00036,4/12/2020,4/30/2020,Pulp Orange 250ml,250ml,15,68204232,Goa,10016,Kirti S,"145,000"
,R00038,4/12/2020,4/30/2020,Pulp Orange 250ml,250ml,89,70003873,Chennai ,10018,Ankit J,"180,000"
,R00038,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,86,70003873,Chennai ,10018,Ankit J,"180,000"
,R00041,4/12/2020,4/30/2020,Pulp Orange 1000ml,1000ml,32,73401300,Agra,10011,Rakesh S,"170,000"
,R00042,4/12/2020,4/30/2020,Pulp Orange 500ml,500ml,27,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00048,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,102,80002547,Chennai ,10018,Ankit J,"180,000"
,R00049,4/12/2020,4/30/2020,Pulp Orange 2000ml,2000ml,25,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00007,4/13/2020,4/30/2020,Pulp Orange 1000ml,1000ml,85,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00010,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,88,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00014,4/13/2020,4/30/2020,Pulp Orange 2000ml,2000ml,61,36000198,Durgapur ,10014,Taran S,"170,000"
,R00015,4/13/2020,4/30/2020,Pulp Orange 500ml,500ml,28,36450915,Gangtok,10015,Rahul S,"235,000"
,R00016,4/13/2020,4/30/2020,Pulp Orange 500ml,500ml,97,38041001,Goa,10016,Kirti S,"145,000"
,R00021,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,80,40341999,Agra,10011,Rakesh S,"170,000"
,R00021,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,250,40341999,Agra,10011,Rakesh S,"170,000"
,R00022,4/13/2020,4/30/2020,Pulp Orange 500ml,500ml,12,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00022,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,59,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00023,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,120,42275901,Chandigarh,10013,Ram S,"225,000"
,R00029,4/13/2020,4/30/2020,Pulp Orange 500ml,500ml,67,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00029,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,29,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00029,4/13/2020,4/30/2020,Pulp Orange 500ml,500ml,26,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00033,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,118,62047108,Chandigarh,10013,Ram S,"225,000"
,R00034,4/13/2020,4/30/2020,Pulp Orange 2000ml,2000ml,60,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,4/13/2020,4/30/2020,Pulp Orange 2000ml,2000ml,43,64105993,Gangtok,10015,Rahul S,"235,000"
,R00035,4/13/2020,4/30/2020,Pulp Orange 1000ml,1000ml,44,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,4/13/2020,4/30/2020,Pulp Orange 1000ml,1000ml,46,68204232,Goa,10016,Kirti S,"145,000"
,R00043,4/13/2020,4/30/2020,Pulp Orange 1000ml,1000ml,48,75109301,Chandigarh,10013,Ram S,"225,000"
,R00045,4/13/2020,4/30/2020,Pulp Orange 2000ml,2000ml,35,76901001,Gangtok,10015,Rahul S,"235,000"
,R00046,4/13/2020,4/30/2020,Pulp Orange 500ml,500ml,347,78140921,Goa,10016,Kirti S,"145,000"
,R00046,4/13/2020,4/30/2020,Pulp Orange 500ml,500ml,122,78140921,Goa,10016,Kirti S,"145,000"
,R00047,4/13/2020,4/30/2020,Pulp Orange 2000ml,2000ml,96,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00047,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,60,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00047,4/13/2020,4/30/2020,Pulp Orange 1000ml,1000ml,50,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00048,4/13/2020,4/30/2020,Pulp Orange 250ml,250ml,60,80002547,Chennai ,10018,Ankit J,"180,000"
,R00005,4/14/2020,4/30/2020,Pulp Orange 250ml,250ml,19,22187493,Gangtok,10015,Rahul S,"235,000"
,R00005,4/14/2020,4/30/2020,Pulp Orange 2000ml,2000ml,84,22187493,Gangtok,10015,Rahul S,"235,000"
